no	id	skk_key	notation	reading	method	judgment	note
301	954647-612-0010	なまこがた	海鼠形	なまこ-がた	none	o	
302	954646-585-0066	しりへ	後方	しり-へ	none	o	
303	954648-477-0055	むぎもやし	麥萌	むぎ-もやし	none	o	
304	954647-590-0006	なさりまs	爲座	なさり-ます	none	o	
305	954648-015-0049	にじり	躪	にじり	none	o	
306	954647-604-0021	なぬかもうで	七日詣	なぬか-まうで	none	o	
307	954645-092-0063	あおくげ	青公卿	あを-くげ	none	o	
308	954645-467-0063	かいものらす	買物薄	かひもの-らす	none	x	紙面は かひもの-うす
309	954645-173-0005	いまいましけ	忌忌氣	いまいまし-け	none	x	紙面は いまいまし-げ
310	954647-088-0023	せき	尺素	せき	none	x	語末が欠落（せき-そ）
311	954645-064-0014	あいやいばかま	相合袴	あひやひ-ばかま	none	o	
312	954648-596-0023	よしずがくや	葦簀樂屋	よしず-がくや	none	o	
313	954647-096-0035	せつがん	絶巖	せつがん	align	x	紙面は ぜつ-がん
314	954647-581-0019	なかわたり	中渡	なか-わたり	none	o	
315	954645-335-0031	おもいはなr	思離	おもひ-はなる	none	o	
316	954646-449-0044	しどうざん	祠堂銀	しだう-ざん	none	x	紙面は しだう-ぎん
317	954645-325-0005	おおやまれんげ	天女花	おほ-やまれんげ	none	o	
318	954646-190-0022	こうさん	紅錦	こう-さん	none	x	紙面は こう-きん
319	954647-289-0014	たんきりまめ	鹿蕾痰切豆	たんきり-まめ	none	x	表記が 2 語つながっている
320	954647-162-0008	そとわり	外割	そと-わり	align	o	
321	954647-449-0036	てぐす	天蠶	てぐす	none	o	
322	954646-191-0029	こうけたばし	構桁橋	こう-けたばし	align	x	紙面は こう-けたはし 構桁橋
323	954647-595-0023	なずき	名附	なづき	align	o	
324	954648-627-0036	らにのはな	蘭草	らに-の-はな	none	o	
325	954648-312-0018	ぶんべつじょうりゅう	分別蒸餾	ぶんべつ-じょうりう	align	x	紙面は じょうりう を じょうりゅう にすべきところ（りゅう）
326	954648-071-0016	のぼぎりば	鋸齒	のぼぎり-ば	none	x	紙面は のこぎり-ば
327	954648-222-0034	びょうやなぎしくあ	金絲桃科	びやうやなぎしくあ	none	x	紙面は びゃうやなぎ-くわ
328	954647-038-0003	すいせん	水纖水煎	すゐせん	none	x	表記が 2 語つながっている
329	954648-311-0041	ふんばこ	文箱	ふん-ばこ	none	x	紙面は ふん-ばこ（ぶんばこ？）
330	954645-398-0017	かくと	穀斗	かくと	none	o	
331	954646-460-0018	しずけ	尻附	しづけ	none	x	紙面は しり-づけ
332	954648-109-0014	はたごちん	旅籠賃	はたご-ちん	none	o	
333	954645-543-0023	ききにくげ	聞惡氣	ききにくげ	align	x	紙面は ききにく-げ
334	954647-405-0051	つなs	圖無	つなし	none	x	紙面は づ-なし
335	954648-591-0030	ふけい	餘形	ふけい	none	x	紙面は よ-けい
336	954647-330-0051	ちょうz	打	ちゃう-ず	none	o	
337	954648-454-0035	みつまたぎり	三俣錐	みつまた-ぎり	none	o	
338	954647-106-0028	せまがr	狹	せま-がる	none	o	
339	954646-237-0007	こころずきなs	心附無	こころづき-なし	none	x	づき を ずき に変換（こころづき）
340	954648-536-0031	もつみのうね	百積船	もつみのふね	none	x	紙面は ももつみ-の-ふね
